NCM;Categoria;Descricao;InicioVigencia;FimVigencia;UTrib;DescricaoUTrib;Observacao
63090090;"OUTROS ARTIGOS TÊXTEIS CONFECCIONADOS; SORTIDOS; ARTIGOS DE MATÉRIAS TÊXTEIS E ARTIGOS DE USO SEMELHANTE, USADOS; TRAPOS";63090090 - OUT.ART.MAT.TÊXT.CALÇADO,CHAPÉU,SEM.USADOS;01/01/2016;;KG;QUILOGRAMA;
63101000;"OUTROS ARTIGOS TÊXTEIS CONFECCIONADOS; SORTIDOS; ARTIGOS DE MATÉRIAS TÊXTEIS E ARTIGOS DE USO SEMELHANTE, USADOS; TRAPOS";63101000 - TRAPOS,CORD.,CAB.,MAT.TÊXT.DESP.ESCOLHIDOS;01/01/2016;;KG;QUILOGRAMA;
63109000;"OUTROS ARTIGOS TÊXTEIS CONFECCIONADOS; SORTIDOS; ARTIGOS DE MATÉRIAS TÊXTEIS E ARTIGOS DE USO SEMELHANTE, USADOS; TRAPOS";63109000 - OUTROS TRAP.CORD.CAB.M.TÊXTEIS DESPERDÍCIOS;01/01/2016;;KG;QUILOGRAMA;
64011000;"CALÇADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES";64011000 - CALÇADOS.IMP.SOL/P.SUP.BOR/PLÁST.BIQ.PR.MET.;01/01/2016;;PARES;PARES;
64019200;"CALÇADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES";64019200 - OUTS.CALÇ.COBR.TORNOZELO,MAS NÃO O JOELHO;01/01/2016;;PARES;PARES;
64019910;"CALÇADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES";64019910 - OUTS.CALÇ.COBR.JOELHO SOLA EXT.BORR.,PLÁST.;01/01/2016;;PARES;PARES;
64019990;"CALÇADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES";64019990 - OUTS.CALÇADOS IMPERM.D/BORR./PLÁST.S/CONST.;01/01/2016;;PARES;PARES;
64021200;"CALÇADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES";64021200 - CALÇ.ESQUI,SURFE D/NEVE,SOLA EXT.BORR.PLÁST.;01/01/2016;;PARES;PARES;
64021900;"CALÇADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES";64021900 - OUTS.CALÇADOS P/ESPORTE,SOLA EXT.BOR.PLÁST.;01/01/2016;;PARES;PARES;
64022000;"CALÇADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES";64022000 - CALÇ.D/BORR/PLÁST.C/PARTE SUPERIOR EM TIRAS;01/01/2016;;PARES;PARES;
64029110;"CALÇADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES";64029110 - OUTS.CALÇS.COBR.TORN.C/BIQUEIR.D/METAL;01/01/2016;;PARES;PARES;
64029190;"CALÇADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES";64029190 - OUTS.CALÇ.COBR.TORNOZ.PART.SUP.BORR.,PLÁST.;01/01/2016;;PARES;PARES;
64029910;"CALÇADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES";64029910 - OUTROS CALÇADOS C/BIQUEIRA PROTETORA D/METAL;01/01/2016;;PARES;PARES;
64029990;"CALÇADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES";64029990 - OUTS.CALÇS.C/SOLA EXT.E PARTE SUP.D/BORR./PLAST.;01/01/2016;;PARES;PARES;
64031200;"CALÇADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES";64031200 - CALÇADS.ESQUI,SURFE D/NEVE,D/COURO NATURAL;01/01/2016;;PARES;PARES;
64031900;"CALÇADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES";64031900 - OUTS.CALÇADOS P/ESPORTES,DE COURO NATURAL;01/01/2016;;PARES;PARES;
64032000;"CALÇADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES";64032000 - CALÇADOS,SOLA/PART.SUP.TIR.COUR.ENV.PEITO PÉ;01/01/2016;;PARES;PARES;
64034000;"CALÇADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES";64034000 - OUTS.CALÇADOS C/BIQUEIRA PROTETORA D/METAL;01/01/2016;;PARES;PARES;
64035110;"CALÇADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES";64035110 - OUTROS CALÇADOS COBR.TORN.C/SOLA MADEIRA S/PALMILHAS;01/01/2016;;PARES;PARES;
64035190;"CALÇADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES";64035190 - OUTS.CALÇADS.SOLA EXT./COUR.NATURAL COBR.TORNOZELO;01/01/2016;;PARES;PARES;
64035910;"CALÇADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES";64035910 - OUTROS CALÇS.C/SOLA MADEIRA S/PALMILHAS;01/01/2016;;PARES;PARES;
64035990;"CALÇADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES";64035990 - OUTS.CALÇADS.SOLA EXT./COUR.NAT.COBR.TORN.;01/01/2016;;PARES;PARES;
64039110;"CALÇADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES";64039110 - OUTROS CALÇADOS COBR.TORN.C/SOLA MADEIRA S/PALMILHAS;01/01/2016;;PARES;PARES;
64039190;"CALÇADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES";64039190 - OUTS. CALÇADOS SOLA EXTERIOR COBRINDO TORNOZELO;01/01/2016;;PARES;PARES;
64039910;"CALÇADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES";64039910 - OUTROS CALÇS.C/SOLA MADEIRA S/PALMILHAS;01/01/2016;;PARES;PARES;
64039990;"CALÇADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES";64039990 - OUTS.CALÇADS.SOL.EXT.BORR./PLÁST.COURO/NAT.;01/01/2016;;PARES;PARES;
64041100;"CALÇADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES";64041100 - CALÇADOS P/ESPORTE(TÊNIS,ETC)SOL.BOR./PLÁST.;01/01/2016;;PARES;PARES;
64041900;"CALÇADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES";64041900 - OUTS.CALÇS.D/MAT.TÊXTIL,SOLA D/BORR/PLÁSTICA;01/01/2016;;PARES;PARES;
64042000;"CALÇADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES";64042000 - CALÇADOS.D/MAT.TÊXTIL,C/SOLA EXT.D/COURO;01/01/2016;;PARES;PARES;
64051010;"CALÇADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES";64051010 - CALÇADOS COURO RECONST.SOLA D/BORR/PLÁST.;01/01/2016;;PARES;PARES;
64051020;"CALÇADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES";64051020 - CALÇADOS C/SOLA E P.SUP.D/COURO/C.RECONST.;01/01/2016;;PARES;PARES;
64051090;"CALÇADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES";64051090 - OUTS.CALÇADOS P.SUP.COURO NAT./RECONST.;01/01/2016;;PARES;PARES;
64052000;"CALÇADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES";64052000 - OUTS.CALÇADOS P.SUP.MATÉRIAS TÊXTEIS;01/01/2016;;PARES;PARES;
64059000;"CALÇADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES";64059000 - OUTROS CALÇADOS;01/01/2016;;PARES;PARES;
64061000;"CALÇADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES";64061000 - PARTES SUPERIORES D/CALÇADOS/SEUS COMP.;01/01/2016;;PARES;PARES;Revertido pela NT 2016.001 v1.30
64062000;"CALÇADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES";64062000 - SOLAS EXTERIORES E SALTOS D/BORR./PLÁSTICO;01/01/2016;;KG;QUILOGRAMA;
64069010;"CALÇADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES";64069010 - OUTS.SOLAS EXTER./SALTOS COURO NAT./RECONSTITUÍDO;01/01/2016;;KG;QUILOGRAMA;
64069020;"CALÇADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES";64069020 - OUTROS PALMILHAS DE OUTRAS MATÉRIAS;01/01/2016;;KG;QUILOGRAMA;
64069090;"CALÇADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES";64069090 - OUTRAS PARTES D/CALÇADOS DE OUTRAS MATÉRIAS;01/01/2016;;KG;QUILOGRAMA;
65010000;CHAPÉUS E ARTIGOS DE USO SEMELHANTE, E SUAS PARTES;65010000 - ESB.Ñ ENFORM.NEM COPA/ABA FELTR.P/CHAPÉUS;01/01/2016;;KG;QUILOGRAMA;
65020010;CHAPÉUS E ARTIGOS DE USO SEMELHANTE, E SUAS PARTES;65020010 - ESBOÇOS D/CHAPÉUS D/PALHA FINA(PANAMÁ,ETC.);01/01/2016;;KG;QUILOGRAMA;
65020090;CHAPÉUS E ARTIGOS DE USO SEMELHANTE, E SUAS PARTES;65020090 - OUTS.ESBOÇOS PARA CHAPÉUS,EM TIRAS;01/01/2016;;KG;QUILOGRAMA;
65040010;CHAPÉUS E ARTIGOS DE USO SEMELHANTE, E SUAS PARTES;65040010 - CHAPÉUS,OUT.ART.TIRAS MMO.GUARNEC.PALH.FINA;01/01/2016;;KG;QUILOGRAMA;
65040090;CHAPÉUS E ARTIGOS DE USO SEMELHANTE, E SUAS PARTES;65040090 - OUTS.CHAP./ART/SEMEL.TIRAS MMO GUARNECIDOS;01/01/2016;;KG;QUILOGRAMA;
65050011;CHAPÉUS E ARTIGOS DE USO SEMELHANTE, E SUAS PARTES;65050011 - BONÉS DE ALGODÃO;01/01/2016;;KG;QUILOGRAMA;
65050012;CHAPÉUS E ARTIGOS DE USO SEMELHANTE, E SUAS PARTES;65050012 - BONÉS DE FIBRAS SINTÉTICAS OU ARTIFICIAIS;01/01/2016;;KG;QUILOGRAMA;
65050019;CHAPÉUS E ARTIGOS DE USO SEMELHANTE, E SUAS PARTES;65050019 - BONÉS DE OUTRAS MATÉRIAS TÊXTEIS;01/01/2016;;KG;QUILOGRAMA;
65050021;CHAPÉUS E ARTIGOS DE USO SEMELHANTE, E SUAS PARTES;65050021 - GORROS DE ALGODÃO;01/01/2016;;KG;QUILOGRAMA;
65050022;CHAPÉUS E ARTIGOS DE USO SEMELHANTE, E SUAS PARTES;65050022 - GORROS DE FIBRAS SINTÉTICAS OU ARTIFICIAIS;01/01/2016;;KG;QUILOGRAMA;
65050029;CHAPÉUS E ARTIGOS DE USO SEMELHANTE, E SUAS PARTES;65050029 - GORROS DE OUTRAS MATÉRIAS TÊXTEIS;01/01/2016;;KG;QUILOGRAMA;
65050031;CHAPÉUS E ARTIGOS DE USO SEMELHANTE, E SUAS PARTES;65050031 - CHAPÉUS DE ALGODÃO;01/01/2016;;KG;QUILOGRAMA;
65050032;CHAPÉUS E ARTIGOS DE USO SEMELHANTE, E SUAS PARTES;65050032 - CHAPÉUS DE FIBRAS SINTÉTICAS OU ARTIFICIAIS;01/01/2016;;KG;QUILOGRAMA;
65050039;CHAPÉUS E ARTIGOS DE USO SEMELHANTE, E SUAS PARTES;65050039 - CHAPÉUS DE OUTRAS MATÉRIAS TÊXTEIS;01/01/2016;;KG;QUILOGRAMA;
65050090;CHAPÉUS E ARTIGOS DE USO SEMELHANTE, E SUAS PARTES;65050090 - CHAPÉUS DE OUTROS ARTEFATOS MALHA/CONFEC. C/RENDA;01/01/2016;;KG;QUILOGRAMA;
65061000;CHAPÉUS E ARTIGOS DE USO SEMELHANTE, E SUAS PARTES;65061000 - CAPACETES E ARTEFATOS USO SEM.D/PROTEÇÃO;01/01/2016;;UN;UNIDADE;
65069100;CHAPÉUS E ARTIGOS DE USO SEMELHANTE, E SUAS PARTES;65069100 - OUTS.CHAPÉUS/ART.USO SEM.DE BORR./PLÁSTICO;01/01/2016;;KG;QUILOGRAMA;
65069900;CHAPÉUS E ARTIGOS DE USO SEMELHANTE, E SUAS PARTES;65069900 - OUTS.CHAPÉUS/ART.USO SEM.DE OUTS.MATÉRIAS;01/01/2016;;KG;QUILOGRAMA;
65070000;CHAPÉUS E ARTIGOS DE USO SEMELHANTE, E SUAS PARTES;65070000 - TIRAS P/GUARN.FORRO,ETC.P/CHAPÉUS/OUTS.ART.;01/01/2016;;KG;QUILOGRAMA;
66011000;GUARDA-CHUVAS, SOMBRINHAS, GUARDA-SÓIS, BENGALAS, BENGALAS-ASSENTOS, CHICOTES, PINGALINS, E SUAS PARTES;66011000 - GUARDA-SÓIS D/JARDIM E ARTEF.SEMELHANTES;01/01/2016;;UN;UNIDADE;
66019110;GUARDA-CHUVAS, SOMBRINHAS, GUARDA-SÓIS, BENGALAS, BENGALAS-ASSENTOS, CHICOTES, PINGALINS, E SUAS PARTES;66019110 - GUARDA-CHUVAS D/HASTE/CABO,ETC.C/SEDA,ETC.;01/01/2016;;UN;UNIDADE;
66019190;GUARDA-CHUVAS, SOMBRINHAS, GUARDA-SÓIS, BENGALAS, BENGALAS-ASSENTOS, CHICOTES, PINGALINS, E SUAS PARTES;66019190 - OUTS.GUARDA-CHUVAS/SÓIS ETC.CAB./HAST.TELES.;01/01/2016;;UN;UNIDADE;
66019900;GUARDA-CHUVAS, SOMBRINHAS, GUARDA-SÓIS, BENGALAS, BENGALAS-ASSENTOS, CHICOTES, PINGALINS, E SUAS PARTES;66019900 - OUTS.GUARDA-CHUVAS/SOMBR.E GUARDA-SÓIS;01/01/2016;;UN;UNIDADE;
66020000;GUARDA-CHUVAS, SOMBRINHAS, GUARDA-SÓIS, BENGALAS, BENGALAS-ASSENTOS, CHICOTES, PINGALINS, E SUAS PARTES;66020000 - BENG.BENG-ASSENTOS,CHICOTES,REBENQ.,ETC;01/01/2016;;UN;UNIDADE;
66032000;GUARDA-CHUVAS, SOMBRINHAS, GUARDA-SÓIS, BENGALAS, BENGALAS-ASSENTOS, CHICOTES, PINGALINS, E SUAS PARTES;66032000 - ARM.MONTADAS MMO.CAB.P/GUARDA-SÓIS/CHUVAS;01/01/2016;;KG;QUILOGRAMA;
66039000;GUARDA-CHUVAS, SOMBRINHAS, GUARDA-SÓIS, BENGALAS, BENGALAS-ASSENTOS, CHICOTES, PINGALINS, E SUAS PARTES;66039000 - OUTS.PART.,ACESSÓRIOS P/ART.DA POS.6601/6602;01/01/2016;;KG;QUILOGRAMA;
67010000;"PENAS E PENUGEM PREPARADAS E SUAS OBRAS; FLORES ARTIFICIAIS; OBRAS DE CABELO";67010000 - PELES/OUT.PARTES DE AVES,PENAS,ETC.TRABALH.;01/01/2016;;KG;QUILOGRAMA;
67021000;"PENAS E PENUGEM PREPARADAS E SUAS OBRAS; FLORES ARTIFICIAIS; OBRAS DE CABELO";67021000 - FLORES,FOLHAGEM,FRUTOS,PARTES ART.,D/PLÁST.;01/01/2016;;KG;QUILOGRAMA;
67029000;"PENAS E PENUGEM PREPARADAS E SUAS OBRAS; FLORES ARTIFICIAIS; OBRAS DE CABELO";67029000 - FLORES,FOLHAGEM,FRUTOS PART.OUTS.MATÉRIAS;01/01/2016;;KG;QUILOGRAMA;
67030000;"PENAS E PENUGEM PREPARADAS E SUAS OBRAS; FLORES ARTIFICIAIS; OBRAS DE CABELO";67030000 - CABELOS ADELG.BRANQ.ETC,LÃ,PÊLOS P/PERUCA;01/01/2016;;KG;QUILOGRAMA;
67041100;"PENAS E PENUGEM PREPARADAS E SUAS OBRAS; FLORES ARTIFICIAIS; OBRAS DE CABELO";67041100 - PERUCAS COMPLETAS D/MATS.TÊXTEIS SINTÉTICAS;01/01/2016;;KG;QUILOGRAMA;
67041900;"PENAS E PENUGEM PREPARADAS E SUAS OBRAS; FLORES ARTIFICIAIS; OBRAS DE CABELO";67041900 - OUTS.BARBAS,PEST.,PERUC.ETC.D/MAT.TÊXT.SINTS.;01/01/2016;;KG;QUILOGRAMA;
67042000;"PENAS E PENUGEM PREPARADAS E SUAS OBRAS; FLORES ARTIFICIAIS; OBRAS DE CABELO";67042000 - PERUCAS,BARBAS,PESTANAS,SEM.,DE CABELO;01/01/2016;;KG;QUILOGRAMA;
67049000;"PENAS E PENUGEM PREPARADAS E SUAS OBRAS; FLORES ARTIFICIAIS; OBRAS DE CABELO";67049000 - PERUCAS,BARBAS,SOBRANC.DE OUTS.MATÉRIAS;01/01/2016;;KG;QUILOGRAMA;
68010000;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68010000 - PEDRA NAT.CALCET.MEIOS-FIOS/PLAC.EXC.ARDÓSIA;01/01/2016;;KG;QUILOGRAMA;
68021000;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68021000 - LADRILH.PAST.ETC,SUPERF.INS.QUAD.LAD.INF. 7CM;01/01/2016;;KG;QUILOGRAMA;
68022100;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68022100 - MÁRMORE,TRAVERT.ALAB.TALH.SERR.PLANA,LISA;01/01/2016;;M2;METRO QUADRADO;Revertido pela NT 2016.001 v1.30
68022300;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68022300 - GRANITO TALHADO,SERRADO,D/SUPERF.PLANA,LISA;01/01/2016;;M2;METRO QUADRADO;Revertido pela NT 2016.001 v1.30
68022900;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68022900 - OUTRAS PEDRAS TALHADAS,SUP.PLANA,LISA;01/01/2016;;M2;METRO QUADRADO;Revertido pela NT 2016.001 v1.30
68029100;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68029100 - MÁRMORE,TRAVERT.ALABASTRO, EXC.POS. 68.01;01/01/2016;;KG;QUILOGRAMA;
68029200;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68029200 - OUTRAS PEDRAS CALCÁRIAS, EXC.POS. 68.01;01/01/2016;;KG;QUILOGRAMA;
68029310;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68029310 - ESFERAS PARA MOINHO, DE GRANITO;01/01/2016;;KG;QUILOGRAMA;
68029390;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68029390 - OUTS.GRANITO, EXCETO POS. 68.01;01/01/2016;;KG;QUILOGRAMA;
68029910;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68029910 - ESFERAS P/MOINHO,D/OUTS.PEDRAS D/CANTARIA;01/01/2016;;KG;QUILOGRAMA;
68029990;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68029990 - OUTS.PEDRAS, EXCETO POS.68.01;01/01/2016;;KG;QUILOGRAMA;
68030000;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68030000 - ARDÓSIA NAT.TRAB.,OBRAS D/ARDÓSIA NAT.AGLOM.;01/01/2016;;KG;QUILOGRAMA;
68041000;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68041000 - MÓS PARA MOER OU DESFIBRAR;01/01/2016;;KG;QUILOGRAMA;
68042111;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68042111 - OUTS.MÓS DIAM.NAT/SIN.AGLOM.C/RES. D<53,34CM;01/01/2016;;KG;QUILOGRAMA;
68042119;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68042119 - OUTS.MÓS SEM.AGLOMERADO <53,34CM;01/01/2016;;KG;QUILOGRAMA;
68042190;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68042190 - OUTS.MÓS E ARTEF.SEM.DIAMAN.NAT/SINT.AGLOM.;01/01/2016;;KG;QUILOGRAMA;
68042211;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68042211 - OUTS.MÓS SEM.ABRAS.AGLOM.RES.D<53,34CM;01/01/2016;;KG;QUILOGRAMA;
68042219;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68042219 - OUTS.MÓS SEM.ABRAS.AGLOM./CERÂM. D<53,34CM;01/01/2016;;KG;QUILOGRAMA;
68042290;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68042290 - OUTS.MÓS SEM.OUTS.ABRAS.AGLOM./CERÂMICA;01/01/2016;;KG;QUILOGRAMA;
68042300;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68042300 - OUTS.MÓS SEM.ARTEF.SEM.DE PEDRAS NATURAIS;01/01/2016;;KG;QUILOGRAMA;
68043000;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68043000 - PEDRAS P/AMOLAR/POLIR,MANUALMENTE;01/01/2016;;KG;QUILOGRAMA;
68051000;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68051000 - ABRASIVS.NAT/ART.PÓ/GRÃO,APLIC.TEC/MAT.TÊXTIL;01/01/2016;;KG;QUILOGRAMA;
68052000;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68052000 - ABRAS.NAT/ART.PÓ/GRÃO APLIC.PAPEL/CARTÃO;01/01/2016;;KG;QUILOGRAMA;
68053010;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68053010 - ABRAS.NAT/ART.OUT.MAT.S/PAP./CARTÃO C/M.TÊXT.;01/01/2016;;KG;QUILOGRAMA;
68053020;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68053020 - ABRAS.NAT/ART.DISCOS F.VULC.ÓX.ALM/CARB.SILÍC.;01/01/2016;;KG;QUILOGRAMA;
68053090;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68053090 - OUTS.ABRAS.NAT/ART PÓ/GRÃO APLIC.SOBRE MAT.;01/01/2016;;KG;QUILOGRAMA;
68061000;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68061000 - LÃS D/ESCÓRIA ALT.-FORN.,OUTS.ESC.LÃ D/ROCHA;01/01/2016;;KG;QUILOGRAMA;
68062000;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68062000 - VERMICULITA,ARGILA,EXP.ESC,P.MIN.SEM.EXPAND.;01/01/2016;;KG;QUILOGRAMA;
68069010;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68069010 - PRODS.MINERAIS ALUMINOSOS/SILICOALUMINOSOS;01/01/2016;;KG;QUILOGRAMA;
68069090;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68069090 - OUTS.MAT.MIN.P/ISOL.CAL/SOM EXC.6811/12 CAP.69;01/01/2016;;KG;QUILOGRAMA;
68071000;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68071000 - OBRAS D/ASFALT.PROD.SEM.(BREU,PEZ)EM ROLOS;01/01/2016;;KG;QUILOGRAMA;
68079000;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68079000 - OUTS.OBRAS D/ASFALTO PROD.SEM.(BREU,PEZ);01/01/2016;;KG;QUILOGRAMA;
68080000;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68080000 - PAINÉIS,CHAPAS,ETC,FIB.VEG.AGL.GES.,CIM.OUTS.;01/01/2016;;KG;QUILOGRAMA;
68091100;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68091100 - CHAP.PLAC.ETC,D/GESSO,REV./REF.PAPEL,CARTÃO;01/01/2016;;KG;QUILOGRAMA;
68091900;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68091900 - OUTS.CHAPAS,PLACAS,ETC.GESSO/ BASE D/GESSO;01/01/2016;;KG;QUILOGRAMA;
68099000;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68099000 - OUTS.OBRAS GESSO/COMPOS. À BASE D/GESSO;01/01/2016;;KG;QUILOGRAMA;
68101100;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68101100 - BLOCOS E TIJOLOS P/CONSTRUÇÃO,D/CIM.,CONCR.;01/01/2016;;KG;QUILOGRAMA;
68101900;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68101900 - OUTS,TELHAS,LADR,ETC.D/CIM/CONCRET/PEDR.ART.;01/01/2016;;KG;QUILOGRAMA;
68109100;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68109100 - ELEM.PRÉ-FABRIC.P/CONST.ENG.CIVIL,D/CIM.CONC.;01/01/2016;;KG;QUILOGRAMA;
68109900;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68109900 - OUTS.OBRAS D/CIMENTO,CONCRETO/PEDRA ARTIF.;01/01/2016;;KG;QUILOGRAMA;
68114000;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68114000 - OBRAS FIBROCIM.,CIM-CELUL.SEM.CONT.AMIANTO;01/01/2016;;KG;QUILOGRAMA;
68118100;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68118100 - CHAPAS ONDULADS.FIBROCIM.,CIM-CELUL.SEM.;01/01/2016;;KG;QUILOGRAMA;
68118200;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68118200 - OUTS.CHAPAS/SEM.FIBROCIMENTO,CIMENTO-CELUL.;01/01/2016;;KG;QUILOGRAMA;
68118900;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68118900 - OUTRAS OBRAS;01/01/2016;;KG;QUILOGRAMA;
68128000;OBRAS DE PEDRA, GESSO, CIMENTO, AMIANTO, MICA OU DE MATÉRIAS SEMELHANTES;68128000 - OBRAS DE/CROCIDOLITA (AMIANTO)OU EM FIBRAS;01/01/2016;;KG;QUILOGRAMA;
