cd_UGestora,nu_Licitacao,tp_Licitacao,dt_Ano,dt_Homologacao,de_Obs,vl_Licitacao,nu_Propostas,dt_MesAno
201150,000022015,2,2016,2016-01-20 00:00:00,"EXECUCAO DOS SERVICOS DE CONSTRUCAO DO CENTRO DE REFERENCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL CREAS, CONFORME PLANILHA",284053.83,1,022016
201150,000022016,2,2016,2016-10-14 00:00:00,CONTRATACAO DE EMPRESA JURIDICA PARA CONSTRUCAO DAS PRACAS FREI DAMIAO E CACIMBA DO GADO PARA O MUNICIPIO DE POCO JOSE D,490061.29,2,102016
201150,000022016,8,2016,2016-02-18 00:00:00,"CONTRATACAO DOS SERVICOS DE ASSESSORIA JURIDICA PARA PRESTAR SERVICOS A PREFEITURA MUNICIPAL DE POCO JOSE DE MOURA, ALEM",36000,1,052016
201150,000032016,7,2016,2016-11-16 00:00:00,CONTRATACAO DIRETA DE PESSOA FISICA PARA ALUGUEL DE IMOVEL PARA CASA DE APOIO NA CIDADE DE JOAO PESSOA/PB A DISPOSICAO D,14400,1,122016
201150,000032016,8,2016,2016-07-22 00:00:00,"PRESTACAO DE SERVICOS DE ASSESSORIA E CONSULTORIA JURIDICA, EMISSAO DE PARECERES JURIDICO, ALEM DE ACOMPANHAMENTO DE PRO",33600,1,082016
201150,000042016,7,2016,2016-11-29 00:00:00,LOCACAO DE DOIS CARROS PIPAS PARA O ABASTECIMENTO DO MUNICIPIO DE POCO JOSE DE MOURA (ZONA URBANA) DEFINIDOS PELOS DECRE,32400,2,122016
201150,000042016,8,2016,2016-07-22 00:00:00,"CONTRATACAO DE EMPRESA PARA REALIZACAO DE TECNICOS ESPECIALIZADOS DE CONSULTORIA E ELABORACAO DE PLANOS DE TRABALHO, ELA",31200,1,092016
201150,000052016,8,2016,2016-10-14 00:00:00,"CONTRATACAO DE BANDAS DE RENOMES, PARA ANIMAR AS FESTIVIDADES DE EMANCIPACAO POLITICA DO MUNICIPIO A SER COMEMORADO NOS ",52000,3,102016
201150,000122016,11,2016,2016-03-17 00:00:00,AQUISICAO DE EQUIPAMENTOS DE COZINHA PARA AS ESCOLAS DA REDE MUNICIPAL DE ENSINO DESTE MUNICIPIO.,28102.7,1,042016
201150,000192016,11,2016,2016-04-20 00:00:00,"AQUISICAO DE PECAS E SERVICOS, FORNECIDOS DE FORMA PARCELADA, DESTINADOS A FROTA  DE VEICULOS PERTENCENTES AO MUNICIPIO ",625725,3,052016
201150,000202016,11,2016,2016-04-16 00:00:00,"AQUISICAO DE MATERIAL MEDICO HOSPITALAR, FORNECIDOS DE FORMA PARCELADA, CONFORME SOLICITACAO DA SECRETARIA DE SAUDE DEST",194317.2,3,052016
201150,000212016,11,2016,2016-04-16 00:00:00,"AQUISICAO DE MATERIAL CLINICO, MEDICO E ODONTOLOGICO, FORNECIDOS DE FORMA PARCELADA, CONFORME SOLICITACAO DA SECRETARIA ",114227.98,2,052016
201150,000222016,11,2016,2016-04-16 00:00:00,"AQUISICAO DE MEDICAMENTOS DESTINADOS A FARMACIA BASICA DO MUNICIPIO, FORNECIDOS DE FORMA PARCELADA, CONFORME SOLICITACAO",894338.52,2,072016
201150,000232016,11,2016,2016-04-16 00:00:00,"CONTRATACAO DE EMPRESA ESPECIALIZADA (FARMACIA) PARA FORNECIMENTO DE MEDICAMENTOS DIVERSOS, NAO PADRONIZADOS, MEDIANTE S",186200,1,052016
201150,000242016,11,2016,2016-05-06 00:00:00,"AQUISICAO DE MATERIAIS DE CONSTRUCAO, HIDRAULICO E ELETRICO PARA ATENDER AS NECESSIDADES DAS DIVERSAS SECRETARIAS DO MUN",536416.1,3,062016
201150,000252016,11,2016,2016-05-06 00:00:00,"AQUISICAO DE PNEUS(INCLUINDO ALINHAMENTO E BALANCEAMENTO) CAMARAS DE AR,PROTETORES,FORNECIDOS DE FORMA PARCELADA, PARA A",459640,1,062016
201150,000262016,11,2016,2016-05-06 00:00:00,"LOCACAO DE VEICULOS DESTINADOS AO USO DE DIVERSAS SECRETARIAS DO MUNICIPIO DE POCO JOSE DE MOURA, ALEM DO FUNDO MUNICIPA",50000,1,062016
201150,000272016,11,2016,2016-05-06 00:00:00,"CONTRATACAO DE EMISSORA DE RADIO PARA DIVULGACAO DAS ACOES DE DIVERSAS SECRETARIAS DO MUNICIPIO, CONFORME SOLICITACAO DA",22500,1,062016
201150,000282016,11,2016,2016-05-06 00:00:00,CONTRATACAO DE PROFISSIONAL PARA PRESTACAO DE CONSULTORIA E  ASSESSORIA TECNICA JUNTO A PREFEITURA MUNICIPAL DE POCO DE ,14400,1,062016
201150,000302016,11,2016,2016-07-22 00:00:00,"CONTRATACAO DE LABORATORIO PROTETICO, PARA CONFECCAO DE PROTESE DENTARIAS EM ATENDIMENTO AO PROGRAMA BRASIL SORRIDENTE, ",92800,1,082016
201150,000322016,11,2016,2016-07-22 00:00:00,"AQUISICAO DE PRODUTOS FRUTE GRANJEIROS, FORNECIDO DE FORMA PARCELADA, DESTINADOS A MERENDA ESCOLAR DOS ALUNOS MATRICULAD",98790,1,082016
201150,000342016,11,2016,2016-09-02 00:00:00,"CONTRATACAO DE EMPRESA PARA FORNECIMENTO, MANUTENCAO E SERVICOS DE INSTALACAO DE CONDICIONADORES DE AR, TIPO SPLITER E V",90000,1,092016
201151,000012016,12,2016,2016-07-20 00:00:00,OBJETO DESTE INSTRUMENTO O COMPROMISSO DE ADESAO POR MEIO DA ATA DE REGISTRO DE PRECOS DO PREGAO ELETRONICO N 35/2014/FN,8559.14,2,072016
201151,000022016,1,2016,2016-11-21 00:00:00,"EXECUCAO DE OBRA  DE PAVIMENTACAO  ASFALTICA  EM DIVERSAS  RUAS  DO MUNICIPIO DE POMBAL , CONFORME  CONTRATOS  DE REPASS",1386944.38,1,122016
201151,000022016,2,2016,2016-05-12 00:00:00,CONTRATACAO  DE  EMPRESA  PARA  CONSTRUCAO  DE  FOSSAO  DESTINADO  A  ATENDER  A  CRECHE  002 NO LOTEAMENTO  CICERO  GRE,16455.1,2,052016
201151,000042016,2,2016,2016-06-27 00:00:00,"EXECUCAO DE OBRA DE CONSTRUCAO DE UMA ACADEMIA DE SAUDE TIPO, INTERMEDIARIA, NO BAIRRO PETROPOLIS, POMBAL-PB.",100880.12,1,062016
201151,000052016,2,2016,2016-07-08 00:00:00,"EXECUCAO  DE  OBRA  DE CONSTRUCAO  DE UMA  ACADEMIA  DE  SAUDE , TIPO  INTERMEDIARIA , COM  INSTALACAO  DE  EQUIPAMENTOS",89583.71,1,072016
201151,000082016,7,2016,2016-01-14 00:00:00,CONTRATACAO DE EMPRESA PARA ELABORACAO DO PLANO MUNICIPAL DE GESTAO INTEGRADA DE RESIDUOS SOLIDOS DESTE MUNICIPIO DE POM,14309.01,1,122016
201151,000122016,7,2016,2016-02-04 00:00:00,"CONTRATACAO DE PROFISSIONAL PARA PRESTACAO DE SERVICO DE ENGENHARIA PARA ELEBORACAO DE PROJETO, RESPONSABILIDADE TECNICA",1500,1,122016
201151,000132016,8,2016,2016-05-17 00:00:00,"CONTRATACAO DE EMPRESA EM CARATER DE URGENCIA, PARA PRESTACAO DE SERVICO DE EXAMES DE MAMOGRAFIAS EM UNIDADE MOVEL, POR ",24525,1,052016
201151,000142016,8,2016,2016-05-30 00:00:00,"CREDENCIAMENTO DE PESSOAS FISICAS OU JURIDICAS NA AREA DE SAUDE ATRAVES DE CONSULTAS ESPECIALIZADAS, PROCEDIMENTOS CLINI",264900,3,052016
201151,000152016,7,2016,2016-02-17 00:00:00,"CONTRATACAO DE EMPRESA PARA AQUISICAO DE ESPREMEDOR DE FRUTAS SEMIINDUSTRIAL, PARA ATENDER A DEMANDA DA SECRETARIA MUNIC",538.68,1,122016
201151,000152016,8,2016,2016-07-18 00:00:00,"CONTRTACAO DE EMPRESA PARA REALIZACAO DE EVENTOS MUSICAIS, PARA A REALIZACAO DAS FESTIVIDADES DO ANIVERSARIO DA CIDADE D",14000,1,072016
201151,000162016,8,2016,2016-08-29 00:00:00,CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICO DE ASSESSORIA JURIDICA ESPECIALIZADA EM DEMANDAS NO AMBITO ADMINISTRATI,500000,1,082016
201151,000172016,8,2016,2016-10-27 00:00:00,"CREDENCIAMENTO DE PESSOAS FISICAS OU JURIDICAS PARA AQUISICAO DE POLPA DE FRUTAS, ATRAVES DA AGRICULTURA FAMILIAR, VISAN",75920,1,102016
201151,000192016,8,2016,2016-12-13 00:00:00,CONTRATACAO  DE ESCRITORIO  DE  ADVOCACIA  PARA  FINS  DE ACOMPANHAMENTO  DE PROCESSOS  JUDICIAIS COM O OBJETIVO  DE REC,18000000,1,122016
201151,000242016,7,2016,2016-05-04 00:00:00,CONTRATACAO EM CARATER EMERGENCIAL  DE EMPRESA ESPECIALIZADA PARA A CONSTRUCAO DOS SISTEMAS DE ABASTECIMENTO DE AGUA COM,379008.12,1,052016
201151,000252016,7,2016,2016-05-04 00:00:00,"CONTRATACAO DE EMPRESA PARA EXECUCAO DE SERVICOS DE DEDETIZACAO NOS PREDIOS PUBLICOS DESTE MUNICIPIO, INCLUINDO SERVICOS",7200,1,052016
201151,000262016,7,2016,2016-05-12 00:00:00,CONTRATACAO DE EMPRESA PARA AQUISICAO E REPOSICAO DO ALTERNADOR DO VEICULO S10 NA AUTORIZADA E COM VEICULO NO PRAZO DE G,2700,1,052016
201151,000272016,7,2016,2016-05-12 00:00:00,"CONTRATACAO DE EMPRESA PARA FORNECIMENTO DE INVERSOR DE FREQUENCIA PARA MOTOR TRIFASICO DE 3CV E 2CV, NECESSARIOS A INST",2357,1,052016
201151,000282016,7,2016,2016-05-17 00:00:00,"CONTRATACAO DE EMPRESA OU ENTIDADE SE FINS LUCRATIVOS PARA MINISTRAR CURSO DE GESTAO FAZER NEGOCIO, DESTINADO AO PROJETO",8000,1,052016
201151,000292016,7,2016,2016-05-25 00:00:00,"CONTRATACAO DE PESSOA FISICA, PARA A LOCACAO DE IMOVEL DESTINADO A SECRETARIA MUNICIPAL DE TRABALHO E DESENVOLVIMENTO SO",10213.98,1,052016
201151,000302016,7,2016,2016-06-08 00:00:00,CONTRATACAO DE EMPRESA EM CARATER DE URGENCIA PARA AQUISICAO DE MEDICACAO PARA DOACAO E CUMPRIMENTO AO PROCESSO JUDICIAL,9900,1,062016
201151,000312016,7,2016,2016-06-15 00:00:00,"CONTRATACAO DE EMPRESA ESPECIALIZADA EM PREVENCAO DE INCENDIO, PARA ELABORACAO DE PROJETO DE COMBATE AO INCENDIO E RECAR",5370,1,062016
201151,000322016,7,2016,2016-06-22 00:00:00,"CONTRATACAO DE EMPRESA ESPECIALIZADA PARA CONFECCAO DE PLANO DE CONTROLE DE QUALIDADE, DOS APARELHOS DE RX DA UPA E POLI",3000,1,062016
201151,000342016,7,2016,2016-07-05 00:00:00,"CONTRATACAO DE EMPRESA PARA FORNECIMENTO DE HOSPEDAGEM, PARA ATENDER A DEMANDA DE DIVERSAS SECRETARIAS DA PREFEITURA MUN",7800,1,072016
201151,000352016,7,2016,2016-07-06 00:00:00,CONTRATACAO DE EMPRESA PARA PARA MANUTENCAO PREVENTIVA DO SDH-20 E TROCA DE SEGMENTOS DE CUBETAS DO LABMAX PLENO,3382.28,1,072016
201151,000362016,7,2016,2016-07-12 00:00:00,CONTRATACAO DE EMPRESA PARA FORNECIMENTO DE TROFEUS E MEDALHAS PARA PREMIACAO DOS JOGOS MUNICIPAIS DE POMBAL-PB,2000,1,072016
201151,000372016,7,2016,2016-07-18 00:00:00,"ONTRATACAO DE EMPRESA PARA PRESTAR SERVICO DE TRIAGEM DE FOTOGRAFIAS, PARA ATENDER A DEMANDA DE DIVERSAS SECRETARIAS DO ",6300,1,072016
201151,000382016,7,2016,2016-07-27 00:00:00,"CONTRATACAO DE EMPRESA, EM CARATER DE URGENCIA, PARA AQUISICAO DE PECAS PARA AS MAQUINAS DO LABORATORIO DA PREFEITURA MU",1473.6,1,072016
201151,000392016,7,2016,2016-08-09 00:00:00,"CONTRATACAO DE EMPRESA EM CARATER DE URGENCIA PARA A COMPRA DE UMA SONDA DE GASTRONOMIA TIPO BOTON MICKEY 16 FRANCH 1,5C",3200,1,082016
201151,000402016,7,2016,2016-08-10 00:00:00,"CONTRATACAO DE EMPRESA EM CARATER DE URGENCIA, PARA AQUISICAO E SERVICO DE TROCA DE PECAS PARA AS MAQUINAS QUE SAO ULTIL",2493.6,1,082016
201151,000412016,7,2016,2016-08-11 00:00:00,"CONTRATACAO DE EMPRESA PARA AQUISICAO DE MATERIAIS DESTINADOS AO PROJETO  GRANJINHA, EM ATENDIMENTO A SUA ULTIMA ETAPA.",7945,1,082016
201151,000422016,7,2016,2016-08-19 00:00:00,CONTRATACAO DE EMPRESA OU PESSOA FISICA PARA REALIZAR PROCEDIMENTO DE CONSERTO E MANUTENCAO DE MAQUINAS DE COSTURA INDUS,7200,1,082016
201151,000432016,7,2016,2016-08-30 00:00:00,"CONTRATACAO DE EMPRESA EM CARATER DE URGENCIA PARA AQUISICAO DE MATERIAIS ESPECIFICOS PARA O CENTRO DE ZOONOSES, ATENDEN",3600,1,082016
201151,000442016,7,2016,2016-08-31 00:00:00,"CONTRATACAO DE EMPRESA PARA FORNECIMENTO DE ARQUIVO DE ACO, FITAS ANTROPOMETRICAS, BALANCAS PLATAFORMA PORTATIL E ESTANT",6063.5,1,082016
201151,000442016,11,2016,2016-05-11 00:00:00,"CONTRATACAO DE EMPRESA PARA AQUISICAO DE MATERIAL DE LIMPEZA E HIGIENE PESSOAL , PARA ATENDER A DEMANDA DE DIVERSAS SECR",321643.5,4,052016
201151,000452016,7,2016,2016-09-08 00:00:00,CONTRATACAO DE  EMPRESA  PARA  AQUISICAO DE   PEDRAS  DE  PARALELEPIPEDO  E PEDRAS  DE  MEIO  FIO PARA  ATENDER  A DEMAN,7440,1,092016
201151,000462016,7,2016,2016-09-09 00:00:00,"CONTRATACAO DE PESSOA FISICA OU JURIDICA, EM CARATER DE URGENCIA, PARA LAVAGEM E HIGIENIZACAO DE VEICULOS, PERTECENTES A",2500,1,092016
201151,000462016,11,2016,2016-05-23 00:00:00,"CONTRATACAO DE EMPRESA PARA AQUISICAO DE MATERIAL DE CONSTRUCAO DIVERSOS , PARA ATENDER A DEMANDA DE DIVERSAS  SECRETARI",336040.5,2,052016
201151,000472016,7,2016,2016-09-13 00:00:00,CONTRATACAO DE PESSOA FISICA PARA LOCACAO DE IMOVEL DESTINADO AO FUNCIONAMENTO DO CENTRO DE ZOONOSES DESTE MUNICIPIO DE ,3000,1,092016
201151,000472016,11,2016,2016-05-17 00:00:00,"CONTRATACAO DE EMPRESA PARA RECARGA DE CARTUCHOS E TONER , PARA ATENDER A DEMANDA DE DIVERSAS SECRETARIAS DESTA EDILIDAD",33578.8,3,052016
201151,000482016,7,2016,2016-09-14 00:00:00,"CONTRATACAO DE EMPRESA EM CARATER DE URGENCIA PARA COLETA DE RESIDUOS HOSPITALARES NAS ESF, UPA E SAMU DESTE MUNICIPIO D",7500,1,092016
201151,000492016,7,2016,2016-09-14 00:00:00,"CONTRATACAO DE EMPRESA EM CARATER DE URGENCIA PARA AQUISICAO DE POLPA DE FRUTAS, ATRAVES DA AGRICULTURA FAMILIAR, VISAND",7592,1,092016
201151,000502016,7,2016,2016-09-26 00:00:00,CONTRATACAO DE PESSOA FISICA PARA LOCACAO DE IMOVEL LOCALIZADO A RUA ANTONIO CLARO DA COSTA NO BAIRRO JANDUY CARNEIRO PA,1254.3,1,092016
201151,000502016,11,2016,2016-05-20 00:00:00,CONTRATACAO DE EMPRESA PARA O FORNECIMENTO DE MATERIAL DIDATICO E DE EXPEDIENTE PARA ATENDER AS NECESSIDADES DE DIVERSAS,831544.87,2,052016
201151,000512016,7,2016,2016-09-29 00:00:00,"CONTRATACAO DE PESSOA JURIDICA PARA PRESTCAO DE SERVICO DE BANHEIROS QUIMICOS E SEGURANCA, POR UM PERIODO DE 4 DIAS, REL",5280,1,092016
201151,000512016,11,2016,2016-06-02 00:00:00,CONTRATACAO DE SERVICOS DE ARBITRAGEM PARA ATENDER A DEMANDA DOS JOGOS DA II COPA MARINGA,10760,9,062016
201151,000522016,7,2016,2016-10-17 00:00:00,"CONTRATACAO DE EMPRESA EM CARATER DE URENCIA PARA AUISICAO DE MATERIAL DE COPA E COZINHA, DESTINADO A ATENDER A DEMANDA ",7438.38,1,102016
201151,000522016,11,2016,2016-05-23 00:00:00,CONTRATACAO DE EMPRESA ESPECIALIZADA EM SERVICOS DE ENGENHARIA CONSULTIVA E GERENCIAMENTO DOS CONTRATOS DE REPASSE ATIVO,16450,1,052016
201151,000532016,7,2016,2016-10-26 00:00:00,"CONTRATACAO DE EMPRESA EM CARATER DE URGENCIA PARA COLOCAR EM FUNCIONAMENTO 12 PONTOS ELETRONICOS, DESTINADOS A SECRETAR",750,1,102016
201151,000532016,11,2016,2016-05-23 00:00:00,CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE ENGENHARIA PARA ELABORACAO DE PROJETOS DIVERSOS NO MUNICIPIO DE POM,16200,1,052016
201151,000542016,7,2016,2016-11-01 00:00:00,"CONTRATACAO  DE  EMPRESA  EM  CARATER DE  URENCIA  PARA  ATUALIZACAO  DE SOFTWARE SISAMBULATORIO , DESTINADO DESTINADO  ",3200,1,112016
201151,000542016,11,2016,2016-06-02 00:00:00,"CONTRATACAO DE PROFISSIONAIS HABILITADOS NAS AREAS DE TEATRO , PROTAGONISMO JUVENIL E CAPOEIRA PARA PRESTAR SERVICOS DE ",42700,5,062016
201151,000552016,7,2016,2016-11-04 00:00:00,"CONTRATACAO  DE  EMPRESA  EM  CARATER  DE  URENCIA  PARA  FORNECIMENTO  DE UTENSILIO  E FERRAMENTAS , PARA  ATENDER  A D",7962,1,112016
201151,000562016,7,2016,2016-11-09 00:00:00,CONTRATACAO DE EMPRESA ESPECIALIZADA EM REALIZACAO DE FORMACAO INICIAL PARA OS PROFISSIONAIS DAS CRECHES COM CARGA HORAR,17000,1,112016
201151,000572016,7,2016,2016-11-29 00:00:00,"CONTRATACAO DE 2 CARROS PIPAS, PARA PRESTAR SERVICO A ESTE MUNICIPIO, NO ABASTECIMENTO DE AGUA A POPULACAO AFETADA PELA ",16200,2,112016
201151,000572016,11,2016,2016-06-13 00:00:00,CONTRATACAO DE EMPRESA PARA O FORNECIMEMTO DE MATERIAL ELETRICO PARA ATENDER A DEMANDA DE DIVERSAS SECRETARIAS DESTE MUN,541562,1,062016
201151,000582016,7,2016,2016-11-30 00:00:00,"CONTRATACAO DE EMPRESA PARA FORNECIMENTO DE PORTAS E JANELAS, COM A FINALIDADE DE ATENDER A DEMANDA DAS DIVERSAS SECRETA",7300,1,112016
201151,000582016,11,2016,2016-06-14 00:00:00,"CONTRATACAO DE PROFISSIONAIS COM EXPERIENCIA NAS AREAS DE , CORTE , ESCOVA , QUIMICA , DEPILACAO , MAQUIAGEM , MANICURE ",37240,4,062016
201151,000602016,7,2016,2016-12-07 00:00:00,"CONTRATACAO  EM CARATER  DE URGENCIA PARA  LOCACAO  DE VEICULO  PARA  SUBSTITUICAO  DE VEICULO  DA FROTA  MUNICIPAL , EM",7937.5,1,122016
201151,000602016,11,2016,2016-06-22 00:00:00,CONTRATACAO DE PESSOA FISICA OU JURIDICA PARA LOCACAO DE VEICULOS PARA ATENDER A DEMANDA DA SECRETARIA DE INFRAESTRUTURA,79200,3,062016
201151,000612016,11,2016,2016-06-27 00:00:00,"CONTRATACAO DE EMPRESA PARA O FORNECIMENTO DE MATERIAL PERMANENTE , MATERIAL DE PAPELARIA , MATERIAIS PARA CURATIVOS E M",117292.1,3,062016
201151,000622016,11,2016,2016-06-30 00:00:00,AQUISICAO DE MATERIAL DE TRATAMENTO E REVESTIMENTO DE CAIXA D'AGUA SITUADAS NA ZONA RURAL DO MUNICIPIO DE POMBAL-PB,10125,1,062016
201151,000632016,11,2016,2016-07-01 00:00:00,CONTRATACAO DE EMPRESA PARA LOCACAO DE IMPRESSORAS E RECARGA DE CARTUCHOS PARA ATENDER A DEMANDA DE DIVERSAS SECRETARIAS,87030,2,072016
201151,000642016,11,2016,2016-07-04 00:00:00,"CONTRATACAO DE EMPRESA OU PESSOA FISICA PARA PRESTAR SERVICOS NO FORNECIMENTO DE REFEICOES, VISANDO ATENDER A DEMANDA AN",20970,1,072016
201151,000652016,11,2016,2016-07-13 00:00:00,"AQUISICAO DE   MEDICACAO  BASICA  E  PSICOTROPICA PARA  ATENDER  A  FARMACIA  BASICA , UPA , CAPS I, CAPSAD E CAPS ADULT",421044.5,4,072016
201151,000662016,11,2016,2016-07-13 00:00:00,"CONTRATACAO DE PESSOA FISICA OU JURIDICA PARA A PRESTACAO DE SERVICOS DE COFFEE BRACK E BUFFET COMPLETO , ORNAMENTACAO E",141500,2,072016
201151,000672016,11,2016,2016-07-15 00:00:00,"CONTRATACAO DE EMPRESA ESPECIALIZADA EM LOCACAO DE SONORIZACAO ,ILUMINACAO , GRUPO DE GERADOR DE ENERGIA , PASSARELA DE ",14045,2,072016
201151,000682016,11,2016,2016-07-20 00:00:00,"AQUISICAO DE MATERIAL  ODONTOLOGICO , PARA ATENDER  A  DEMANDA DA  SECRETARIA DE  SAUDE  DESTE  MUNICIPIO DE POMBAL-PB .",214803.76,6,072016
201151,000692016,11,2016,2016-07-20 00:00:00,"AQUISICAO DE MATERIAL  HOSPITALAR  , PARA  ATENDER  A DEMANDA  DA SECRETARIA  DE  SAUDE  DESTE MUNICIPIO DE POMBAL-PB.",355510.19,8,072016
201151,000702016,11,2016,2016-07-25 00:00:00,"CONTRATACAO DE EMPRESA PARA AQUISICAO DE OCULOS DE GRAU COMPLETO (ARMACAO E LENTES ) , PARA ATENDER A DEMANDA DA SECRETA",53970,1,072016
201151,000712016,11,2016,2016-07-26 00:00:00,"CONTRATACAO DE EMPRESA OU PESSOA FISICA , PARA SERVICO DE EXAME DE BIOQUIMICA CITOPATOLOGICA PARA REALIZAR LEITURA E LAU",22000,1,072016
201151,000722016,11,2016,2016-07-27 00:00:00,AQUISICAO DE EQUIPAMENTO E MATERIAL PARA O PROGRAMA DO SISVAN (PROGRAMA DE FINANCIAMENTO DAS ACOES DE ALIMENTACAO E NUTR,34013.79,1,072016
201151,000732016,11,2016,2016-08-04 00:00:00,"CONTRATACAO DE EMPRESA ESPECIALIZADA PARA REALIZACAO DE EXAMES LABORATORIAIS , PARA ATENDER A DEMANDA DA SECRETARIA DE S",149775,1,082016
201151,000752016,11,2016,2016-08-03 00:00:00,CONTRATACAO DE  EMPRESA  PARA  PRESTACAO DE SERVICOS DE ENGENHARIA  PARA  ELABORACAO  DE PROJETO DIVERSOS  NO MUNICIPIO ,58200,1,082016
201151,000762016,11,2016,2016-08-10 00:00:00,"CONTRATACAO DE PESSOA FISICA OU JURIDICA , PARA MANUTENCAO PREVENTIVA E CORRETIVA COM REPOSICAO DE PECAS , PARA TODOS OS",139020,9,082016
201151,000772016,11,2016,2016-08-10 00:00:00,"AQUISICAO E TROCA DE OLEO DE MOTOR , LUBRIFICANTES, FILTROS E ADITIVOS DESTINADO A ATENDER A DEMANDA DESTE MUNICIPIO DE ",213184,5,082016
201151,000792016,11,2016,2016-08-22 00:00:00,"CONTRATACAO DE EMPRESA PARA FORNECIMENTO PARCELADO DE PNEUS NOVOS, CAMARAS DE AR E PROTETORES PARA ATENDER A FROTA DE VE",415955,2,082016
201151,000802016,11,2016,2016-08-22 00:00:00,"CONTRATACAO DE EMPRESA PARA O FORNECIMENTO DE MATERIAL ELETRICO ESPECIFICO , PARA ATENDER A DEMANDA DE DIVERSAS SECRETAR",378705,1,082016
201151,000812016,11,2016,2016-08-22 00:00:00,"AQUISICAO DE URNAS FUNERARIAS , PARA ATENDIMENTO DA DEMANDA DE BENEFICIO EVENTUAL.",23300,1,082016
201151,000832016,11,2016,2016-08-24 00:00:00,CONTRATACAO DE EMPRESA ESPECILAIZADA NA PRESTACAO DE SERVICOS DE SEGUROS PARA ATENDER A FROTA DE VEICULOS DESTE MUNICIPI,42215,2,082016
201151,000842016,11,2016,2016-08-25 00:00:00,CONTRATACAO DE EMPRESA ESPECIALIZADA NA PRESTACAO DE SERVICOS DE PUBLICACOES EM DIARIO OFICIAL DA UNIAO PARA ATENDER AS ,59840,1,082016
201151,000852016,11,2016,2016-08-31 00:00:00,"AQUISICAO DE MATERIAL GRAFICO , PARA ATENDER A DEMANDA DE DIVERSAS SECRETARIAS DESTA EDILIDADE.",145152.5,3,082016
201151,000862016,11,2016,2016-09-12 00:00:00,"CONTRATACAO DE EMPRESA PARA O FORNECIMENTO E INSTACAO DE FORRO DE GESSO , PARA ATENDER A DEMANDA DE DIVERSAS SECRETARIAS",21000,1,092016
201151,000872016,11,2016,2016-09-14 00:00:00,"LOCACAO DE VEICULO DE PORTE MEDIO, TIPO ULTILITARIO, COM MOTORISTA E COMBUSTIVEL POR CONTA DO CONTRATADO TENDO CAPACIDAD",30000,1,092016
201151,000892016,11,2016,2016-10-13 00:00:00,CONTRATACAO DE PESSOA FISICA OU JURIDICA ESPECIALIZADA NA AREA DE MANUTENCAO PREVENTIVA OU CORRETIVA DE EQUIPAMENTOS MED,22000,1,102016
201151,000912016,11,2016,2016-11-18 00:00:00,AQUISICAO DE FOGOS DE  ARTIFICIOS  PARA EVENTOS  E  DATAS  COMEMORATIVAS  DO MUNICIPIO DE POMBAL-PB,19190,1,112016
201151,000922016,11,2016,2016-11-17 00:00:00,"CONTRATACAO DE EMPRESA ESPECIALIZADA NO RECOLHIMENTO DO LIXO HOSPITALAR , PARA UNIDADES DE SAUDE BASICA , SAMU , UPA , P",14560,1,112016
201151,000932016,11,2016,2016-11-24 00:00:00,"AQUISICAO DE AGUA E GAS DE COZINHA, PARA ATENDER A DEMANDA DE DIVERSAS SECRETARIAS DESTE MUNICIPIO DE POMBAL-PB",17600,1,112016
201151,000942016,11,2016,2016-11-25 00:00:00,AQUISICAO DE MATERIAIS E REAGENTES PARA O LABORATORIO DE ANALISES CLINICA DR. ATENCIO BEZERRA WANDERLEY.,6969,1,112016
201152,000012016,2,2016,2016-08-15 00:00:00,CONTRATACAO DE EMPRESA PARA EXECUCAO DOS SERVICOS DE CONSTRUCAO DE QUADRAS POLIESPORTIVAS E ACADEMIAS DA SAUDE NA ZONA R,1026477.08,1,082016
201152,000012016,8,2016,2016-05-03 00:00:00,PRESTACAO DE SERVICOS TECNICOS DE CONTABILIDADE PUBLICA,57600,1,052016
201152,000012016,11,2016,2016-03-01 00:00:00,CONTRATACAO DE SERVICOS TECNICOS ESPECIALIZADOS EM APOIO ADMINISTRATIVO.,34000,1,032016
201152,000022016,7,2016,2016-06-01 00:00:00,"RECUPERACAO DE PAVIMENTACAO EM PARALELEPIPEDO DE DIVERSAS RUAS, NO MUNICIPIO DE PRATA - PB.",85774.48,1,062016
201152,000022016,8,2016,2016-06-22 00:00:00,"CONTRATACAO DE SHOW ARTISTICO COM A BANDA FORRO KENT, PARA APRESENTACAO NAS FESTIVIDADES JUNINAS DO MUNICIPIO DE PRATA -",1900,1,062016
201152,000022016,11,2016,2016-03-01 00:00:00,AQUISICAO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO,1039100,2,052016
201152,000032016,7,2016,2016-06-01 00:00:00,CONSTRUCAO DO MURO DO CEMITERIO NA CIDADE DE PRATA - PB,145392.77,1,062016
201152,000032016,8,2016,2016-06-22 00:00:00,"CONTRATACAO DE SHOW ARTISTICO COM A BANDA MARIO E JUNIOR, PARA APRESENTACAO NAS FESTIVIDADES JUNINAS DO MUNICIPIO DE PRA",1360,1,062016
